study_hours,attendance,previous_marks,assignments_completed,sleep_hours,exam_score
4.370861069626263,84.90808570098726,50.18231108612408,10,6.6765506572629585,73.7614062313248
9.556428757689245,76.80481831720601,69.8045521058097,4,5.0760093600861875,77.61512231505294
7.587945476302646,65.47638081431639,88.01202097320245,8,4.060603873219466,78.75107714250963
6.387926357773329,90.68975098534743,80.27236875252586,6,5.206007287997707,81.93520201736136
2.4041677639819286,84.23655862769397,84.36086313237973,7,8.879368774550269,58.24102531614632
2.403950683025824,58.130846967244565,76.23308516908946,7,8.007685559414949,65.30957615717202
1.5227525095137953,95.54635922469213,78.07521104848189,4,8.797883221605167,62.64353920047014
8.795585311974417,91.12686214615846,86.70576083609257,3,6.439270219631812,72.56851280265295
6.41003510568888,97.4899956645962,53.73174048725522,6,4.548680993387517,72.62180281756025
7.372653200164409,86.28597541941801,66.91837300037272,7,6.739797444868465,84.18672892606058
1.185260448662222,80.6707597967895,52.16651930007812,4,6.271886672799805,50.365440960537704
9.72918866945795,70.91215181453094,94.32174043981558,10,8.221785413698079,98.33368990893506
8.491983767203795,96.63642416770065,91.92326368276373,7,4.490412903921223,96.01784875862822
2.9110519961044856,93.30319447502042,42.16847462526783,9,6.441205685108891,69.7697489496258
2.636424704863906,52.26093350530947,78.80663448836287,6,4.750243323469921,65.24835145532289
2.650640588680904,51.3183487248626,90.88865745786163,6,5.6233796344503,65.05680298008616
3.7381801866358395,68.82316834390248,49.931643982003344,9,7.686785386938999,63.094689328613185
5.72280788469014,90.52766653909165,71.23698768039462,5,6.380090646843833,64.18029423797464
4.887505167779041,99.36380646574722,90.3518563673423,10,5.879441425728847,83.81440043116619
3.6210622617823773,57.52084455517641,41.867028822218934,9,5.972381392850177,51.24912385618494
6.506676052501415,79.70653576760675,78.3581146985762,8,6.297233842029933,88.8527059122471
2.2554447458683766,69.04454283155107,56.35419540549029,8,7.925082719185284,58.8516598512294
3.629301836816963,98.49571989073016,90.84179074570918,4,8.460423444701172,76.0261692670613
4.297256589643226,92.10594615678544,93.40820348409522,6,8.77667343251964,82.32618937125496
5.104629857953324,91.91643523555689,91.93465690123887,5,7.934516931276475,78.97360968728294
8.066583652537123,73.43465798974852,66.08178191616051,5,5.577034478740064,79.9019478845219
2.7970640394252375,70.74097511688326,87.41234580441224,7,7.4406735304327105,65.72903434086803
5.628109945722504,63.670353596535314,86.45021691942887,7,6.18801562027696,73.58398123573193
6.331731119758382,52.81877483254635,57.55052602837906,9,5.273353110230255,61.360179497786284
1.4180537144799796,93.23611881275266,85.59035107828726,5,8.204357897129613,61.63551465390039
6.467903667112945,90.64505045650388,42.03541990935209,9,4.192131744811625,66.07493404499914
2.5347171131856236,99.98588366430653,72.79484331651292,10,8.508809960677118,76.49534266942962
1.5854643368675156,99.83184185369527,52.650486050823666,9,6.30738732312367,62.37764332137707
9.539969835279999,77.77158528013138,46.63117871775033,7,7.186007384041402,71.50607700823006
9.690688297671034,88.44937075902553,44.232426089606506,6,7.296769611028914,68.87397355348567
8.275576133048151,97.23828649412141,78.29588267329768,9,8.475588703532683,90.04733759852925
3.741523922560336,92.48236953387058,58.69312300724364,3,7.183348410836037,54.2420856327226
1.8790490260574548,62.36740508715988,79.86217243408188,6,7.069667923800309,64.1180733094065
7.158097238609412,72.52720676550467,43.59459874394183,5,4.33326020280345,61.350883378558215
4.961372443656412,56.45797075757475,57.340968580683565,5,6.59204010972602,50.524496985141155
2.0983441136030097,97.70255136293612,69.67202108064355,9,4.750845004085209,67.2779040677705
5.456592191001432,80.308731722544,83.48977406614299,6,7.687168843607428,71.69198244363699
1.3094966900369656,61.43214027517314,57.53138766126385,7,6.561109604063372,54.54817524842412
9.18388361870904,83.58503422029284,74.4240257040355,7,7.401138896041767,90.78656643921396
3.3290198344001523,80.90641202289478,88.72877615299029,8,4.208364503011921,62.00028759240436
6.962700559185838,67.90813590164203,73.87247535002675,5,4.423960080229016,69.04461845434923
3.8053996848046987,55.67787960998145,52.812771111449855,4,7.5816169403134115,52.05775341042227
5.680612190600297,83.57865977963998,41.34204298560959,8,4.360421679993367,67.21593037933931
5.920392514089517,76.01538504518966,87.85543806455115,7,4.356283638826293,76.08372574590129
2.6636900997297435,88.61591958678196,41.169817596771296,6,4.060542376174437,50.46484614253158
9.726261649881026,76.00817505559966,88.10859199763097,10,8.7825069914974,91.93751280105607
7.976195410250031,92.609075015927,69.09154237149666,7,7.687541797295035,78.02763250433343
9.455490474077703,77.59534193872427,91.64872341820929,6,5.766257042510321,90.67847143084141
9.053446153848839,78.04689857676931,83.9330779675516,8,5.482677906438276,84.9144995688779
6.381099809299767,93.83268013291726,94.88637607933356,5,5.748516148729248,90.63130195777309
9.296868115208051,70.17414331061985,59.28914984984406,7,7.873267655905909,76.64241465746112
1.7964325184672756,56.70076142253204,82.19535589121199,9,7.306853055352072,60.589697639964555
2.763845761772307,51.43913381566695,62.106200248508316,6,4.92597783933734,44.75866380917321
1.4070456001948426,87.75686278368096,66.39315911671498,5,4.870546676670422,48.729625726812536
3.927972976869379,81.01547756767323,74.51280047701036,10,4.491978248566987,63.998940510734414
4.498095607205338,85.20398840496118,88.05224128024864,10,7.301513598506691,82.59905535689234
3.442141285965063,60.64820807544554,94.12459080596123,4,7.82186331110868,68.37027090282076
8.458637582367365,56.818573779338486,82.25503776254851,6,5.32523214162502,66.44702736098193
4.210779940242304,50.7272332833941,62.977173019203356,8,4.104724805154564,62.68182645275043
3.5284105871864266,67.52937794032985,63.174635125238865,4,4.410858337382137,52.65131456958513
5.884264748424236,79.49588434273166,80.56702658738902,4,8.839300174225151,74.32800616711312
2.2683180247728636,69.61220225498661,53.13274301725663,3,5.477223887387101,57.05199555952003
8.219772826786357,71.87374610118646,46.0760762222267,7,7.846115739190668,75.17100377744885
1.6709557931179373,95.20793472468742,59.50421867024271,6,7.123317844271319,60.611303369781666
9.881982429404655,67.41277335116501,55.7981445409745,4,5.909698198264479,65.75132984478329
7.9502029236699165,75.69947445799053,56.29694662507946,3,5.028436310977776,54.45881921552753
2.7884411338075514,89.18265063705715,52.848426307745044,8,4.606932090797033,58.13245888069161
1.0496990541124216,69.8271391160635,42.3151254299999,5,7.075064840194333,46.29498368935277
8.339152856093508,81.10433501139367,40.98306641033776,9,7.87316890318894,69.85615708361654
7.361716094628554,93.11818543733726,94.32473143548174,9,7.2195212677056535,90.04449245879437
7.561064512368886,97.47603118288211,63.52752235547243,6,6.651510666245791,78.36569586432411
7.941433120173512,57.3536740464519,61.137965593782496,4,4.209756117158181,61.618867198299284
1.6664018656068134,96.32938125807472,77.38060054811885,9,8.84244388797192,70.55496112682599
4.226191556898454,74.6058146539769,52.00396383257853,7,7.993570958272873,64.15496602362043
2.0428215357261674,62.91221941494792,92.24786511726239,9,5.464110183504824,69.68328165958299
8.767930832880342,72.95678781191307,83.24897579285536,9,8.899851646794254,82.08157303261575
6.609683141448022,99.00162876427385,44.91760512717427,9,7.009407948181611,82.31396642975375
3.9780822236738427,74.63090469964348,62.96694266817106,10,6.912113291036232,68.91218716416171
1.5720251525742128,66.43758051437541,88.35150691591906,3,7.740365897147661,59.379524096677
3.79884089544096,81.67004271583629,91.96026122602757,4,8.058848940450687,75.10261234210323
